questionID,question,answer,transcript,typeID
Q38,"['31 The speaker says that one problem with nanotechnology is that\nA it could threaten our way of life.\nВ it could be used to spy on people.\nC it is misunderstood by the public.', '32 According to the speaker, some scientists believe that nano-particles\nA should be restricted to secure environments.\nВ should be used with more caution.\nC should only be developed for essential products.', ""33 In the speaker's opinion, research into nanotechnology\nA has yet to win popular support.\nВ could be seen as unethical.\nC ought to be continued.""]","['C', 'B', 'C']","There’s no doubt that nanotechnology promises so much for civilisation. However, all new technologies have their teething problems. And with nanotechnology, society often gets the wrong idea about its capabilities [31].
Numerous science-fiction books and movies have raised people's fears about nanotechnology - with scenarios such as inserting little nano-robots into your body that monitor everything you do without you realising it, or self-replicating nano-robots that eventually take over the world.
So how do we safeguard such a potentially powerful technology? Some scientists recommend that nano-particles be treated as new chemicals with separate safety tests and clear labelling [32].
They believe that greater care should also be taken with nano-particles in laboratories and factories [32]. Others have called for a withdrawal of new nano products such as cosmetics and a temporary halt to many kinds of nano-tech research. But as far as I’m concerned there's a need to plough ahead with the discoveries and applications of nanotechnology [33].",T007
Q39,"['Transport\n• Nanotechnology could allow the development of stronger 34 _____', '• 35 _____ travel will be made available to the masses.', 'Technology\n• Computers will be even smaller, faster, and will have a greater 36 _____', '• 37 _____ energy will become more affordable.', 'The Environment\n• Pollutants such as 38 _____ could be removed from water more easily.', '• There will be no 39 _____ from manufacturing.', 'Health and Medicine\n• Analysis of medical 40 _____will be sped up.']","['metal/metals', 'space', 'memory', 'solar', 'oil', 'waste', 'tests']","Thanks to nanotechnology, there could be a major breakthrough in the field of transportation with the production of more durable metals [34]. These could be virtually unbreakable, lighter and much more pliable leading to planes that are 50 times lighter than at present. Those same improved capabilities will dramatically reduce the cost of travelling into space making it more accessible to ordinary people [35] and opening up a totally new holiday destination.
In terms of technology, the computer industry will be able to shrink computer parts down to minute sizes. We need nanotechnology in order to create a new generation of computers that will work even faster and will have a million times more memory [36] but will be about the size of a sugar cube.
Nanotechnology could also revolutionise the way that we generate power. The cost of solar cells will be drastically reduced so harnessing this energy will be far more economical [37] than at present.
But nanotechnology has much wider applications than this and could have an enormous impact on our environment. For instance, tiny airborne nano-robots could be programmed to actually rebuild the ozone layer, which could lessen the impact of global warming on our planet. That’s a pretty amazing thought, isn’t it? On a more local scale, this new technology could help with the clean-up of environmental disasters as nanotechnology will allow us to remove oil and other contaminants from the water far more effectively [38]. And, if nanotechnology progresses as expected - as a sort of building block set of about 90 atoms - then you could build anything you wanted from the bottom up. In terms of production, this means that you only use what you need and so there wouldn't be any waste [39].
The notion that you could create anything at all has major implications for our health. It means that we’ll eventually be able to replicate anything. This would have a phenomenal effect on our society. In time it could even lead to the eradication of famine through the introduction of machines that produce food to feed the hungry.
But it’s in the area of medicine that nanotechnology may have its biggest impact. How we detect disease will change as tiny biosensors are developed to analyse tests in minutes rather than days [40]. There’s even speculation nano-robots could be used to slow the ageing process, lengthening life expectancy.",T011
Q40,"['1. How much is the beginner’s course?\nA $190\nB $320\nC $330\nD $430', '2. What does the club insurance cover?\nA injury to yourself\nB injury to your equipment\nC damage to other people’s property\nD loss of personal belongings', '3. How do the girls want to travel?\nA public transport\nB private bus\nC car\nD bicycle']","['C', 'C', 'D']","Man: The introductory is $190; the beginner's course, which is what you'd probably be looking at, is $320 - no, sorry 330 - it's just gone up[1] - and the pilot course is $430.
Maria: Right.
Man: And you also have to become a member of our club so that you're insured. That'll cost you $12 a day. Everyone has to take out insurance, you see.
Maria: Does that cover me if I break a leg?
Man: No, I'm afraid not - it's only 3rd party and covers you against damage to other people or their belongings[2] , but not theft or injury, You would need to take out your own personal accident insurance.
Maria: I see! And what's the best way to get to your place? By public transport or could we come by bike? We're pretty keen cyclists [3] .
Man: It's difficult by public transport although there is a bus from Newcastle; most people get here by car, though, 'cos we're a little off the beaten track. But you could ride here OK. I'll send you a map. Just let me take down a few details.",T007
Q41,['TELEPHONE MEMO\nName: Maria Gentle\nAddress: C/o Mr & Mre 4 __________\n5 __________ Newcastle\nFax no: 0249 6 __________\nType of Card : 7 __________'],"['McDonald/Macdonald/MacDonald', 'Post Office Box/PO Box 676', '775431', 'credit card/Visa']","Man: What's your name?
Maria: Maria Gentle.
Man: And your address, Maria?
Maria: Well, I'm a student staying with a family in Newcastle.
Man: So it's care of ...
Maria: Care of Mr. and Mrs. McDonald [4] .
Man: Like the hamburgers!
Maria: Yes, exactly.
Man: McDonald ...
Maria: The post office box address is probably best. It's PO Box 676 [5]. Newcastle.
Man: Is there a fax number there, because I could fax you the information?
Maria: Yes, actually, there is. It's 0249 that's for Newcastle and then double seven five four three one [6].
Man: OK. Now if you decide to do one of our courses, you'll need to book in advance and to pay when you book. How would you be paying?
Maria: By credit card , if that's OK. Do you take Visa? [7]
Man: Yes, fine. We take all major cards, including Visa.",T002
Q42,['Which TWO of the following items must people take with them?\nA sandals\nB old clothes\nC pullover\nD shirt with long sleeves\nE soft drinks\nF hat\nG sunglasses'],"['D', 'F']","Maria: Not really. The school provides the equipment but we'd have to take a few things along.
Pauline: Such as?
Maria: Well it says here. Clothes: wear stout boots, so no sneakers or sandals I suppose, and clothes suitable for an active day in the hills, preferably a long-sleeved t-shirt [8] . That's probably in case you land in the stinging nettles! It also says we should bring a packed lunch. We do not recommend soft drinks or flasks of coffee. Water is really the best thing to drink. We'd also need to bring suntan lotion and something to protect your head from the sun! [8]",T005
Q43,['Which TWO accommodation options mentioned are near the paragliding school?\nA camping\nB youth hostel\nC family\nD backpackers’ inn\nE caravan park\nF bed and breakfast\nG cheap hotel'],"['A', 'F']","Pauline: OK that sounds reasonable. And where would we stay?
Maria: Well look! They seem to operate a campsite too [9], because it says here that it's only $10 a day to pitch a tent . That'd be fine, wouldn't it? And that way we'd save quite a bit because even a cheap hotel would cost money.
Pauline: Urn..or perhaps we could stay in a bed and breakfast nearby [9]. It gives a couple of names here we could ring. I think I might prefer that. Hotels and youth hostels would all be miles away from the farm and I don't fancy a caravan.",T005
Q44,['Which weekend do the girls decide to go? 10 __________'],['after (the) exams'],"Pauline: ....and then it's the weekend before the exams and I really need to study.
Maria: OK, then. Let's make it the one after the exams [10].",T009
Q45,['GOODWOOD CAR SHOW\nType of car: Duesenberq J-type\nNumber made: 11 __________\nType of body: 12 __________\nEngines contained capsules of mercury to ensure a 13 __________ trip.\nTop speed: 14 __________ kilometres per hour.\nSold as a 15 __________\nMain attraction: 16 __________\nType of car: Leyat Helica\nNumber built: 17 __________\nCar looks like a 18 __________ without 19 __________\nSteering used the 20 __________'],"['473', '(open) 2/two(-)seater', 'smooth', '180', 'frame and engine', 'instrument panel/instruments/stop-watch', '30', 'light aircraft/plane', 'wings', 'rear wheels']","Reporter: Well, here I am, standing in front of one of the most prestigious cars ever built, the Duesenberg, a fantastically expensive, luxurious car built in the early part of the 20th century and bearing all the glamorous qualities of the jazz age. How many were there? Well, only 473 Duesenberg J-types were ever built [11] and the model here is one of the rarest.
Each had a short 125-inch chassis or framework and the body was always in the form of an open two-seater [12] .
The technology behind the car's 6.9-litre engine was extraordinary. It featured capsules of mercury in the engines to absorb vibration and provide an incredibly smooth ride [13].
In fact, these cars offered unparalleled performance, in an age when 160 kilometres per hour was considered very fast, the Duesenberg promised a top speed of 180 kilometres per hour [14] and could do 140 kilometres per hour in second gear.
Duesenberg, who designed the car, sold it as a frame and engine [15] ... this was typical of the age again and many prestige manufacturers such as Rolls-Royce did exactly the same. Owners able to afford the hefty $9,000 price tag for the basic car would then commission a coachwork company to build a body tailored to their own individual requirements.
The Duesenberg's great attraction for the driver was its instrument panel which offered all the usual features but also several others including a stop-watch [16].
It was the Duesenberg's technology that lay behind its success as a racing car and they dominated the American racing scene in the 1920s winning the Indianapolis Grand Prix in 1924, '25 and '27.
On to another celebrity, the 1922 Leyat Helica. Only 30 of these French propeller cars were built [17] and the model here at Goodwood, which was the fourth to be made, is thought to be the only surviving example still capable of running.
The brains behind this car was Marcel Leyat who was an aviation pioneer first and foremost, and the influence of flying is quite apparent in the car. The Leyat very strongly resembles a light aircraft [18] with its front propeller but in this case it's minus any wings [19] of course!
It's quite odd to think that this car was whirring through France, just as the Duesenberg was blasting down roads at 160 kilometres per hour across the Atlantic. The Leyats were used regularly in France in the 1920s and were even produced in saloon and van form, as well as two-seater. The Leyat matched its propeller drive with its equally bizarre steering which used the rear rather than the front wheels [20]! But despite looking rather frail, it was a tough machine. In fact, when troops tried to steal it during the Second World War, the car's baffling design was clearly beyond the would-be thieves and it ended up being driven into a tree, breaking the propeller.",T011
Q46,['Research details:\nTitle of project: 21 __________\nFocus of project: entertainment away from 22 __________'],"['Out and About', '(the) university/campus']","Rosie: Yes, well, urn, we've done a survey on local entertainment. Basically, we tried to find out how students feel about the entertainment in the town and how much they use it.
Mike: Yes, so we've called our project 'Out and About' [21] Mind the capitalisation as it is a title.
Tutor: Yes, that's a good title! 'Out and About'.
Rosie: We wanted to find out how well students use the entertainment facilities in town ... whether they get to see the latest plays, films ... that kind of thing.
Tutor: Now, we have our own facilities on campus of course ...
Rosie: Yes, we deliberately omitted those as we really wanted to examine outside entertainment in the town as opposed to on the university campus. [22]",T011
Q47,"['23. Which chart shows the percentage of cinema seats provided by the different cinema houses?\nA Chart A\nB Chart B\nC Chart C', '24. Which graph shows the relative popularity of different cinemas?\nA Graph A\nB Graph B\nC Graph C', '25. What did Rosie and Mike realise about the two theatres?\nA The prices were very similar.\nB They were equally popular.\nC They offered the same facilities.', '26. Which graph shows comparative attendance for cinema and theatre?\nA Graph A\nB Graph B\nC Graph C']","['B', 'B', 'B', 'A']","Mike: So if you look at this chart ... in terms of audience size, the multi-screen complex accounts for 75% of all cinema seats [23], the Park Cinema, accounts for 20% of seats and the late-night Odeon has just 5% of seats .
Rosie: As you probably know, the Complex and the Park show all the latest films, while the late-night cinema tends to show cult films. So, when we interviewed the students, we thought the Complex would be the most popular choice of cinema ... but surprisingly it was the late-night Odeon [24] .
Mike: Yeah, and most students said that if they wanted to see a new film, they waited for it to show at the Park because the complex is more expensive and further out of town so you have to pay more to get there as well.
Tutor: Yes, and that adds to the cost, of course, and detracts from the popularity [24], evidently .
Rosie: Well, next, we looked at theatres. The results here were interesting because, as you know, there's a theatre on campus, which is popular. But there's also the Stage Theatre in town, which is very old and architecturally quite beautiful. And there's the large, modern theatre, the Ashtop, that has recently been built.
Tutor: So you just looked at the two theatres in town?
Mike: Yes. But the thing about the theatres is that there's a whole variety of seat prices. Also, the types of performance vary ... so students tend to buy seats at both and like using both for different reasons [25] and if they want cheap seats at the Ashtop, they can just sit further from the front.
Rosie: What we did find that was very interesting is that there are periods during the year when students seem to go to the theatre and periods when they go to the cinema and we really think that's to do with budget. If you look at this graph, you can see that there's a peak around November/December when they go to the theatre more and then a period in April/May when neither is particularly popular [26] and then theatre viewing seems to trail off virtually while the cinema becomes quite popular in June/July [26] .",T007
Q48,['Complete the chart about the different music clubs below.\nChoose the correct words in the list.\nA. Poor\nB. OK\nC. Excellent\nClub\nType of music\nQuality of venue\nThe Blues Club Blues\n27 ___\nThe Sansue\nSouth American 28 ___\nPier Hotel\nFolk\n29 ___\nBaldrock Cafe\nRock\n30 ___'],"['Poor', 'Excellent', 'OK', 'Excellent']","Rosie: We looked at three small music venues and we examined the quality of the entertainment and venue and gave a ranking for these: a cross meaning that the quality was poor, a tick meaning it was OK and two ticks for excellent. First of all, The Blues Club, which obviously specialises in blues music. This was a pretty small place and the seating was minimal so we didn't give that a very good rating. [27]
Mike: No! We don't recommend that one really.
Rosie: Then The Sansue which plays a lot of South American music was a big place, very lively, good performers so two ticks for that one [28].
The Pier Hotel is a folk venue ... a good place for local and up-and-coming folk artists to play. Not the best of venues as it's in a basement and a bit dark but the quality of the entertainment was reasonable and the lighting was very warm so we felt it deserved an average rating. [29]
Finally, there's the Baldrock Cafe which features big rock bands and is pretty popular with students and we enjoyed ourselves there as well, so top marks for that one. [30]",T006
Q49,"['Main focus of lecture: the impact of 31 __________ on the occurrence of dust storms.\nTwo main types of impact: 1. break up ground surface, e.g. off-road vehicle use\n2. remove protective plants, e.g. 32 __________']","['human activity/activities', 'farming and drainage']","Lecturer: In the last lecture, we looked at the adverse effects of desert dust on global climate. Today we're going to examine more closely what causes dust storms and what other effects they can have. As you know, dust storms have always been a feature of desert climates, but what we want to focus on today is the extent to which human activity is causing them [31]. And it is this trend that I want to look at, because it has wide-ranging implications.
So - what are these human activities ? Well, there are two main types that affect the wind erosion process, and thus the frequency of dust storms. There are activities that break up naturally wind-resistant surfaces such as off-road vehicle use and construction and there are those that remove protective vegetation cover from soils, for example, mainly farming and drainage. [32] In many cases the two effects occur simultaneously which adds to the problem.",T011
Q50,"[""Complete the table using NO MORE THAN THREE WORDS AND/OR A NUMBER for each answer.\nName of area\nDetails\nUSA 'dust bowl' Caused by mismanagement of farmland\nDecade renamed the 33 __________\nWest Africa\nSteady rise in dust storms over 20-ear period\nArizona\nWorst dust clouds arise from 34 __________\nDust deposits are hazardous to 35 __________\nSahara\nIncreased wind erosion has occurred along with long-term 36 __________""]","['Dirty Thirties/30s', 'dry thunderstorms', 'machine operators', 'drought']","Lecturer: Let's look at some real examples and see what I'm talking about. Perhaps the best-known example of agricultural impact on desert dust is the creation of the USA's 'dust bowl' in the 1930s. The dramatic rise in the number of dust storms during the latter part of that decade was the result of farmers mismanaging their land. In fact, choking dust storms became so commonplace that the decade became known as the 'Dirty Thirties'. [33]
Researchers observed a similar, but more prolonged, increase in dustiness in West Africa between the 1960s and the 1980s when the frequency of the storms rose to 80 a year and the dust was so thick that visibility was reduced to 1,0 metres. This was a hazard to pilots and road users.
In places like Arizona, the most dangerous dust clouds are those generated by dry thunderstorms. [34] Here, this type of storm is so common that the problem inspired officials to develop an alert system to warn people of oncoming thunderstorms. When this dust is deposited it causes all sorts of problems for machine operators. [35] It can penetrate the smallest nooks and crannies and play havoc with the way things operate because most of the dust is made up of quartz which is very hard.
Another example - the concentration of dust originating from the Sahara has risen steadily since the mid-1960s.
This increase in wind erosion has coincided with a prolonged drought, [36] which has gripped the Sahara's southern fringe. Drought is commonly associated with an increase in dust-raising activity but it's actually caused by low rainfall which results in vegetation dying off.",T011
Q51,[],"['irrigation', 'two-thirds', 'salty/saline/toxic', 'crops/plants/agriculture']","Lecturer: One of the foremost examples of modern human-induced environmental degradation is the drying up of the Aral Sea in Central Asia. Its ecological demise dates from the 1950s when intensive irrigation began in the then Central Asian [37] republics of the USSR. This produced a dramatic decline in the volume of water entering the sea from its two major tributaries. In 1960, the Aral Sea was the fourth-largest lake in the world, but since that time it has lost two-thirds of its volume [38], its surface area has halved and its water level has dropped by more than 216 metres. A knock-on effect of this ecological disaster has been the release of significant new sources of wind-blown material, as the water level has dropped.
And the problems don't stop there. The salinity of the lake has increased [39] so that it is now virtually the same as sea water. This means that the material that is blown from the dry bed of the Aral Sea is highly saline. Scientists believe it is adversely affecting crops [40] around the sea because salts are toxic to plants.",T011
Q52,"['Name: Melanie Ms 1 _________', 'Address: Room 2 _________', 'Faculty: 3 _________', 'Student No: 4 _________']","['Mitchell', '66', 'Education', '994578ED']","Student: Good morning! Woman: Good morning - can I help you? Student: Yes, is this where we register for the Beyond 2000 Conference? Woman: Yes? What's your name and I'll get your conference bag. Student: Well, I haven't actually registered yet. I was told I'd be able to register today, so I hope that's OK. I've just arrived in Melbourne. Woman: That should be fine, if you're a student. I'll need to take your details though. So can I have your full name? Student: Yes, sure. It's Melanie Mitchell . Woman: Is that M-I-T-C-H-E double L [1]? Student: Yes, that's right [1] and that's Ms not Miss. Woman: OK, fair enough! And what's your address, Melanie? Student: I live in student accommodation at Sydney University. So my address there is Room 66 [2], Women's College, Newtown. Woman: OK. And which Faculty are you studying in? Student: I'm in the Faculty of Education [3] - I'm doing a Master's in Primary School Teaching. Woman: Right, and may I see your student card because I need to verify that you're a current student? Student: Yes, sure. Here it is. My number is ... 9-9-4-5-7-8-E-D [4] .",T002
Q53,"['5. Registration for:\nA Half day\nB Full day\nC Full conference', '6. Accommodation required:\nA Share room/share bathroom\nB Own room/share bathroom\nC Own room with bathroom', '7. Meals required:\nA Breakfast\nB Lunch\nC Dinner', '8. Friday SIGs:\nA Computers in Education\nB Teaching Reading\nC The Gifted Child', '9. Saturday SIGs:\nA Cultural Differences\nB Music in the Curriculum\nC Gender Issues', '10. Method of payment:\nA Credit card\nB Cheque\nC Cash']","['C', 'B', 'B', 'A', 'C', 'A']","Woman: OK - now do you want to attend all three days? The conference runs from Thursday to Saturday. Student: Yes, I think so - if I can afford it. What does it cost? Woman: Well, you're eligible for a student discount - which makes it $15 for a day registration or $40 for the three days, though it is possible to register for half a day only. Student: I'll register for all three days, please. [5] Woman: Good. Now, will you be requiring accommodation while you're here in Melbourne? Student: Yes, I suppose I will. What's available? Woman: Well, we have several levels of accommodation. You can share a room with another student for $25 a night. Student: Uhm.. Woman: Or you can have your own room but share the bathroom - I believe it's just down the corridor - that's $45. Student: Right. Woman: Or you can have a single room with your own bathroom . Student: I don't mind sharing a room. On second thoughts, yes I do - I'll have my own room, but I'll share the bathroom. [6] Woman: Right ... Now the conference fee does not include meals though you d o get tea and coffee in the breaks. Shall I put you down for lunch - that's an extra $10 a day and there's the conference dinner on Friday night which is $25... oh, and what about breakfast? Student: Hang on a minute... it's all starting to sound rather expensive! I'll have the lunch but not the dinner or breakfast - if that's OK? [7] Woman: Perfectly OK. Now ... a couple of other things - there are a number of special interest groups organised - they're known as SIG's and you're asked to nominate your preference. They'll take place on the Friday afternoon and Saturday morning but they're filling up quickly which is why you need to nominate now. Student: Right. What are the SIG's? Woman: Well, there are six altogether. Let's see, on Friday you have a choice between Computers in Education or Teaching Reading Skills... Student: Hmm... Woman: ... or a session on Catering for the Gifted Child. Student: Oh they all sound interesting but technology in the classroom is really my area of interest rather than reading, so I'll go for that [8]. I can probably read up on the gifted child topic myself. Woman: Right ... And then the Saturday options are: a session on Cultural Differences; or there's Music in the Primary Curriculum or you could go to the one on Gender Issues in the Classroom. Student: Wow! Can I go to them all? They all sound fascinating. Woman: Afraid not. Student: Well, I am really interested in how boys and girls behave differently, even when they are very young, so I'd better opt for the third session [9] even though the Cultural Differences SIG is probably really interesting, too. Woman: Right! Student: ... and the Music option would be ... Woman: And how would you like to pay? We accept most credit cards - or bank cheques but not personal cheques, I'm afraid. Been caught out too often before - and cash, of course. We never say 'No' to cash. Student: I'll have to put it on my card [10] because I don't have enough cash on me, right now. Woman: That's fine. Enjoy your time here with us in Melbourne...",T007
Q54,"['Name of beach: Bandela\nLocation: 1 km from Bandela 11 _______\nGeographical features: surrounded by 12 _______\nOther information: safe for children/non-swimmers', 'Name of beach: Da Porlata\nLocation: east corner of island\nGeographical features: area around beach is 13 _______\nOther information: can hire 14 _______', ""Name of beach: San Gett\nLocation: just past 'Tip of Cain'\nGeographical features: 15 _______ beach on island\nOther information: check 16 _______ on beach in rough weather"", 'Name of beach: Blanaka\nLocation: 17 _______ corner\nGeographical features: surrounded by 18 _______\nOther information: can go caving and diving', 'Name of beach: Dissidor\nLocation: close to Blanaka\nGeographical features: need to walk over 19 _______\nOther information: need to take some 20 _______']","['fishing village', 'pine trees', 'marshland/marsh(es)', 'sunbeds and umbrellas', 'longest', 'flag system/flags', 'north(-)west', 'white cliffs', 'sand(-)banks', 'food and drink']","Woman: Right, let's move on to the beaches here which are absolutely beautiful. You do have over a hundred to choose from, they're mostly sandy beaches and they vary from the largest which is two and a half kilometres long, to tiny sandy coves. But there are a few that I'd really recommend you to visit. So looking at this pamphlet, first of all there's Bandela beach. This beach is one kilometre away from the old fishing village of Bandela [11], which is a beautiful spot. If you park in the car park behind it, there's a small path which leads down to the bay. It's very pretty because the whole beach is backed by pine trees [12] so its very sheltered. The beach itself is very clean and the water is shallow and safe. That together with the soft sand make it an ideal beach for children and non-swimmers. A little further round the coast, again to the east, in the eastern corner of the island, is the spectacular Da Porlata beach which is basically a long inlet. The land around this beach is marshland, it's all marsh [13], and there's a stream which winds through it and the stream goes into the sea, and the beach has lovely pale gold sand. Access to this beach is quite tricky and not for the less energetic! You have to go down a long flight of steps - 190 to be exact. But you'll be relieved to know that there's also a road which winds down to a car parking area. When you're level with the sea, there is a handful of shops and bars and you can hire sunbeds and umbrellas [14] . Continuing round the island, just past the Tip of Cain is the next beach I'd suggest you visit and this is San Gett. Why? Because there isn't a beach longer than this on the island [15]. If you want to know, it's exactly two and a half kilometres long and that's a bonus because it means it never gets overcrowded. It has golden sand and clear, blue water shelving into the sea. There are several beach restaurants to choose from and watersports are available when the water is calm. But check first. This beach operates a flag system [16] as the sea can get rough and you should always swim between the flags. There's a large car park which gives you easy access to the eastern end of the beach but the western end is much quieter and more wild as it is harder to reach. Blanaka is another popular beach — just in the north-west corner of the island [17]. It has incredibly white sand and sparkling water. There is ample car parking here and plenty of bars and restaurants. Blanaka has white cliffs all around it [18] and for those of you who'd like a little more to do than just lazing on the beach, there are caves here which you can explore in the cliffs and you can also dive into the water from rock platforms along the side of the cove. Well, my final recommendation for today is Dissidor. Now this beach isn't quite as easy to get to as the others I've talked about. It's quite a remote little beach tucked away here next to Blanaka. You can reach Dissidor by a steep slope which goes over some sandbanks [19] . The beach itself is small and pretty, with reddish-coloured sand and some stony areas on its eastern side. Despite being quite small the bathing is good and you can also go fishing here from the rocks at either side. It's a good idea to take some food and drink with you [20] if you decide to go here as there's only one little bar which isn't always open.",T001
Q55,"['Procedure for Bookshops\n› Keep database of course/college details.\n› In May, request 21 __________ from lecturers', '› Categorise books as:\n— essential reading\n— 22 __________ reading\n— background reading', ""When ordering, refer to:\n— last year's 23 __________\n— type of course\n— students' 24 __________\n— own judgement"", 'Procedure for Publishers\n› Send 25 __________ to course providers\n› Use websites\n› Compose personal 26 __________ to academic staff\n› Send 27 __________ to bookstores', 'Students\nMain objective is to find books that are good 28 __________\nAlso look for books that are 29 __________ and 30 __________']","['(course) booklists/reading list(s)', 'recommended', 'sales figures', 'year (group)', 'catalogue(s)', 'letters/correspondence', 'inspection/free copies', 'value (for money)', 'clear/easy to use', 'easy to use/clear']","Announcer: The start of a new academic year is a challenge for booksellers. Lee Rogers talks to one major book store manager. Lee: Jenny Farrow, you're the manager of Dalton Books - and you sell an awful lot of books to students, don't you? Jenny: Yes! We do. Lee: How do you manage to make sure that you're going to have the books students need when all the new courses begin? Jenny: Basically, we make preparations long before they arrive. Like all other major book retailers, we have a database of information, and using that, we contact course conveners in May and ask them to send us their booklists [21]. Lee: How many books are we talking about? Jenny: For one course? Lee: Yes, as an example. Jenny: An average course requires about 30 books. We ask lecturers to indicate whether a book is what we call 'essential' reading... you know, the students simply have to get it, or whether it's what they would term 'recommended' reading [22]or whether it's just a supplementary text that they tend to refer to as 'background' reading. Lee: What about predicted buyers? Jenny: It's not a perfect system unfortunately. If a lecturer tells us that he expects us to sell 100 copies of a book, we know that we could actually sell anything from 50 to 150. That's why in practice, when it comes to ordering, it's a lot safer to go by the previous year's sales figures [23] - if that's possible of course... if we've sold the book before. We also build other factors into the equation including the type of course that the books are for, the students' year group [24] and a measure of our own judgement. Lee: And these criteria make a fairly accurate guide? Jenny: As accurate as we can be, yes. Lee: What about the publishers? Do they take an active role in promoting new books? Jenny: Certainly. The academic and professional publishing market is worth about ?700 million a year, so publishers go to some lengths to make sure their books are known. The standard procedure they use is to mail out catalogues to lecturers or colleges and universities [25], that's been the main form of promotion for years. Now, of course, they can also post details of new or revised works on websites. Some even go so far as writing individual letters to the appropriate lecturers [26] in order to let them know what's coming up. Lee: The lecturers then contact you if they're interested ... Jenny: That's right. The publishers send us - the book sellers - 'inspection copies' [27]. Lecturers can then get a free copy and decide whether it's going to be suitable for their course. Lee: And how does it work with the students? What are they looking for and who helps them most? Jenny: I think lecturers are best placed to understand the students' needs. Often the critical issue is what represents value for money for students [28]. This is more important than price per se. Lee: Do students actually buy books before they start the course? Jenny: Apparently a large proportion of students wait to see what they need. Students have a firm idea of what constitutes a good book so they tend to give themselves time to look at all the options before making a choice. They tend to go for books that are clear and easy to use [29,30] . Often the texts that their lecturers recommend turn out to be too academic and remain here on our shelves.",T011
Q56,['31. At the start of her talk Rebecca points out that new graduates can find it hard to\nA get the right work\nB take sufficient breaks\nC motivate themselves'],['C'],"Lecturer: I'd like to introduce Rebecca Bramwell, an artist and illustrator, who has come along today to talk to you all about getting your first job or commission as an artist. Over to you Rebecca. Rebecca: Thank you for inviting me. I remember when I graduated back in 1983, I was very excited about getting my first commission. My degree was in Fine Art and I'd worked long and hard to get it. I was an enthusiastic student and I never found it difficult to find the incentive to paint [31 - not the answer, but a contrast to what follows]. I think as a student you're pushed along by fellow students and tutors and the driving force is there. However, when you leave college you find yourself saying things like 'I'll have one more cup of coffee and then I'll sit down to work'. I hate to admit it but I say it myself. Suddenly it isn't finding the inspiration or getting the right paper that's a problem, it's you [31].",T007
Q57,['Which TWO of the following does Rebecca say worry new artists?\nA Earning enough money\nB Moving to a new environment\nC Competing with other artists\nD Having their work criticised\nE Getting their portfolios ready'],"['A', 'D']","In my view, there are a number of reasons why this happens. It's a real challenge making a decent living as a new artist [32], you have to find a market for your work, often you work freelance and need to take samples or portfolios of your work from place to place... these experiences are common to a lot of professional people, but artists also have to bare their souls to the world in a way, more than anything they want praise, if people don't like what they create then it can be a very emotional and upsetting experience hearing them say this [33].",T005
Q58,"['34. Rebecca decided to become an illustrator because it\nA afforded her greater objectivity as an artist\nB offered her greater freedom of expression\nC allowed her to get her work published', '35. When she had developed a portfolio of illustrations, Rebecca found publishers\nA more receptive to her work\nB equally cautious about her work\nC uninterested in her work']","['A', 'B']","I began to realise that these problems were preventing me from having a career in art and so I decided to experiment. I was a painter but I started to dabble in illustration, drawing pictures for books, cards, and this offered me the opportunity to become more emotionally detached from my work [34 - she wasn't subjective (emotional) anymore, therefore she became more objective]. I was no longer producing images from the heart but developing images for a specified subject, taking a more practical approach . I began to develop a collection of my illustrations which I put into a portfolio and started to carry around with me to show prospective clients and employers. But it was still tricky because publishers, for example, want to know that your drawings will reproduce well in a book, but without having had any work published, it's hard to prove this [35]. Having a wonderful portfolio or collection of original artwork is, of course, a first step but what most potential clients would like to see is printed artwork and without this 'evidence' they tend to hold back still when it comes to offering a contract .",T007
Q59,"['Suggestions for Developing a Portfolio\nGet some artwork printed in magazines by entering 36 __________.', 'You can also 37 __________ mock up book pages.', 'Make an effort to use a variety of artistic 38 __________.', 'Aim for recognition by dividing work into distinct 39 __________.', 'Possibly use 40 __________.']","['(a) competition(s)', 'design and print', 'styles/techniques', 'categories', 'two/2 names']","Well, I overcame this problem in two ways. And I suppose this is my advice to you on preparing your portfolio of your best work. The first way was by submitting my work for a competition [36], and the one I chose was for a horoscope design and was sponsored by a top women's magazine. There are a few of these competitions each year and they offer new illustrators an opportunity to showcase their work. The other approach I took was to design and print some mock-up pages of a book [37]. In other words, I placed some of my illustrations next to some text in order to demonstrate how my work would look when it was printed. Perhaps I was lucky in that I had taken a degree that provided me with all-round creative skills so that I could vary my style and wasn't limited to a certain technique [38]. I think that is important. The art world, and many other creative fields, do try to pigeon-hole people into snug boxes with an accompanying label. I think you should try to resist this if you feel it happening to you. If you don't, you'll find it difficult to have new work accepted if you try to develop your style at a later stage in your career. Nevertheless, when you start out and particularly when you're going for an interview, it's important not to confuse people by having a lot of different examples in your portfolio. One remedy for this is to separate your work into distinct categories [39]. In my case, I did this by dividing my design-inspired illustrations from my paintings. It is then easier to analyse the market suited to each portfolio; such as magazines, book jackets, CD covers etc. Working under two names is also useful [40] as it clarifies the different approaches and offers a distinction between them.",T011
